Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Month,Brand
FDW57,8.31,Regular,0.116331694,Health and Hygiene,176.9028,OUT017,2019,,Tier 2,Supermarket OUT-Pune,3010.7476,M11_November,ITC Limited
FDM34,19,Low Fat,0.112893408,Health and Hygiene,131.0626,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,524.6504,M11_November,ITC Limited
FDZ39,,Regular,0.017937483,Health and Hygiene,103.499,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1547.985,M11_November,ITC Limited
FDU28,,Regular,0.164438907,Health and Hygiene,188.4214,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,376.8428,M11_November,ITC Limited
FDQ27,5.19,Regular,0.044252621,Health and Hygiene,102.599,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1651.184,M11_November,ITC Limited
FDQ52,17,Low Fat,0.120060274,Health and Hygiene,246.5434,OUT017,2019,,Tier 2,Supermarket OUT-Pune,4470.1812,M11_November,ITC Limited
FDT51,11.65,Regular,0.010909704,Health and Hygiene,110.8544,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1677.816,M11_November,ITC Limited
NCI30,20.25,Low Fat,0.059055045,Health and Hygiene,247.346,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1970.768,M11_November,ITC Limited
NCX29,10,Low Fat,0.149223055,Health and Hygiene,145.8102,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,874.8612,M11_November,ITC Limited
FDX38,,Regular,0.084404264,Health and Hygiene,49.5376,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,143.8128,M11_November,ITC Limited
FDO08,11.1,Regular,0.054079556,Health and Hygiene,165.9526,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2631.2416,M11_November,ITC Limited
FDM15,11.8,Regular,0.057655493,Health and Hygiene,152.6366,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1662.5026,M11_November,ITC Limited
FDW22,9.695,Regular,0.030413777,Health and Hygiene,221.3114,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,2217.114,M11_November,ITC Limited
FDT08,13.65,Low Fat,0.049496899,Health and Hygiene,151.505,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2846.295,M11_November,ITC Limited
FDS32,17.75,Regular,0.029653914,Health and Hygiene,140.5838,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2669.1922,M11_November,ITC Limited
NCI06,11.3,Low Fat,0.047912071,Health and Hygiene,179.866,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1258.362,M11_November,ITC Limited
FDR21,,Low Fat,0.066611321,Health and Hygiene,178.237,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3705.177,M11_November,ITC Limited
FDD05,19.35,Low Fat,0.016611475,Health and Hygiene,122.0098,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2651.2156,M11_November,ITC Limited
FDZ02,6.905,Regular,0.03822479,Health and Hygiene,99.8726,OUT045,2019,,Tier 2,Supermarket OUT-Pune,587.2356,M11_November,ITC Limited
FDH47,13.5,Regular,0.129016487,Health and Hygiene,98.4068,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1846.9292,M11_November,ITC Limited
FDM58,16.85,Regular,0.080141165,Health and Hygiene,111.4544,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2013.3792,M11_November,ITC Limited
FDG09,20.6,Regular,0.0480335,Health and Hygiene,188.2556,OUT045,2019,,Tier 2,Supermarket OUT-Pune,3755.112,M11_November,ITC Limited
FDO27,6.175,Regular,0.179355893,Health and Hygiene,94.1752,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,575.2512,M11_November,ITC Limited
FDI41,18.5,Regular,0.062510529,Health and Hygiene,146.8418,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,2059.9852,M11_November,ITC Limited
FDK34,13.35,Low Fat,0.038519399,Health and Hygiene,236.8564,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,5005.4844,M11_November,ITC Limited
NCX54,,Low Fat,0.047827139,Health and Hygiene,105.3622,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3387.5904,M11_November,ITC Limited
FDL14,8.115,Regular,0.032208865,Health and Hygiene,154.9972,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,3739.1328,M11_November,ITC Limited
FDA13,15.85,Low Fat,0.078874948,Health and Hygiene,37.4506,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,303.6048,M11_November,ITC Limited
FDS11,,Regular,0.097275777,Health and Hygiene,223.9088,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,223.7088,M11_November,ITC Limited
FDT43,16.35,Low Fat,0.020664178,Health and Hygiene,50.8324,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1298.31,M11_November,ITC Limited
FDR07,21.35,Low Fat,0.078060605,Health and Hygiene,96.0094,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,380.8376,M11_November,ITC Limited
FDF41,12.15,Low Fat,0.131714183,Health and Hygiene,245.846,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,4434.228,M11_November,ITC Limited
DRM23,16.6,Low Fat,0.135944247,Health and Hygiene,172.0422,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,2586.633,M11_November,ITC Limited
FDO52,11.6,Regular,0.077478931,Health and Hygiene,170.3106,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,4277.765,M11_November,ITC Limited
FDD10,20.6,Regular,0.046114018,Health and Hygiene,178.2344,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1070.6064,M11_November,ITC Limited
FDN38,,Regular,0.161030847,Health and Hygiene,251.2408,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,1001.3632,M11_November,ITC Limited
FDE17,20.1,Regular,0.054455495,Health and Hygiene,149.5366,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2871.5954,M11_November,ITC Limited
FDZ03,13.65,Regular,0,Health and Hygiene,186.024,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,4287.752,M11_November,ITC Limited
FDD03,13.3,Low Fat,0.080257683,Health and Hygiene,232.63,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1864.24,M11_November,ITC Limited
NCW18,,Low Fat,0.059037538,Health and Hygiene,237.7248,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2607.2728,M11_November,ITC Limited
DRG36,,Low Fat,0.094916347,Health and Hygiene,172.3106,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,4277.765,M11_November,ITC Limited
FDT43,16.35,Low Fat,0.034393057,Health and Hygiene,50.8324,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,155.7972,M11_November,ITC Limited
NCU17,5.32,Low Fat,0.093261677,Health and Hygiene,100.9674,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1222.4088,M11_November,ITC Limited
FDH50,15,Regular,0.16143544,Health and Hygiene,185.1266,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2766.399,M11_November,ITC Limited
FDU57,8.27,Regular,0.089479661,Health and Hygiene,148.6708,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2106.5912,M11_November,ITC Limited
FDA56,,Low Fat,0.008722342,Health and Hygiene,123.5414,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,4508.1318,M11_November,ITC Limited
FDZ15,13.1,Low Fat,0.020988798,Health and Hygiene,117.7782,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1191.782,M11_November,ITC Limited
FDY51,12.5,Low Fat,0.081260969,Health and Hygiene,221.7798,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,3085.3172,M11_November,ITC Limited
DRF03,19.1,Low Fat,0.045308131,Health and Hygiene,42.5138,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,649.8208,M11_November,ITC Limited
NCV06,11.3,Low Fat,0.06705851,Health and Hygiene,194.0478,OUT017,2019,,Tier 2,Supermarket OUT-Pune,3293.7126,M11_November,ITC Limited
FDA21,13.65,Low Fat,0.035930784,Health and Hygiene,184.4924,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,9069.5276,M11_November,ITC Limited
NCQ53,,Low Fat,0.018813776,Health and Hygiene,235.259,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,5672.616,M11_November,ITC Limited
NCO29,,Low Fat,0.032099989,Health and Hygiene,164.1526,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2960.1468,M11_November,ITC Limited
FDT26,18.85,Regular,0.06823032,Health and Hygiene,121.044,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1557.972,M11_November,ITC Limited
FDI21,5.59,Regular,0.056592115,Health and Hygiene,65.0168,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,447.4176,M11_November,ITC Limited
NCI55,18.6,Low Fat,0.012643035,Health and Hygiene,119.8414,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,365.5242,M11_November,ITC Limited
FDZ04,9.31,Low Fat,0.063529046,Health and Hygiene,63.751,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,126.502,M11_November,ITC Limited
FDL27,6.17,Low Fat,0.010630949,Health and Hygiene,65.9826,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1162.4868,M11_November,ITC Limited
FDS45,5.175,Regular,0.029490377,Health and Hygiene,107.6622,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2858.2794,M11_November,ITC Limited
NCG43,,Low Fat,0.129983688,Health and Hygiene,93.0462,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,185.0924,M11_November,ITC Limited
FDU28,19.2,Regular,0.094300933,Health and Hygiene,187.5214,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1695.7926,M11_November,ITC Limited
FDO20,12.85,Regular,0.152001201,Health and Hygiene,252.3382,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,6056.1168,M11_November,ITC Limited
NCG55,16.25,Low Fat,0.039113587,Health and Hygiene,116.0176,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1488.7288,M11_November,ITC Limited
NCM42,6.13,Low Fat,0.02848169,Health and Hygiene,110.4912,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1310.2944,M11_November,ITC Limited
NCG07,12.3,Low Fat,0.05271592,Health and Hygiene,189.653,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,569.259,M11_November,ITC Limited
NCQ29,,Low Fat,0.182493512,Health and Hygiene,258.8278,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,1041.3112,M11_November,ITC Limited
NCV05,10.1,Low Fat,0.050562853,Health and Hygiene,153.3656,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,463.3968,M11_November,ITC Limited
NCO02,11.15,Low Fat,0.07366703,Health and Hygiene,66.2142,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,131.8284,M11_November,ITC Limited
FDH19,19.35,Low Fat,0.03322326,Health and Hygiene,172.0738,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,3301.7022,M11_November,ITC Limited
DRG13,17.25,Low Fat,0.037396492,Health and Hygiene,165.6526,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1808.9786,M11_November,ITC Limited
FDI57,19.85,Low Fat,0.054015429,Health and Hygiene,196.3768,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,4138.6128,M11_November,ITC Limited
FDX51,9.5,Regular,0.02210346,Health and Hygiene,194.7452,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1370.2164,M11_November,ITC Limited
FDW33,9.395,Low Fat,0.099274694,Health and Hygiene,104.528,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,852.224,M11_November,ITC Limited
DRE12,4.59,Low Fat,0.070721656,Health and Hygiene,113.286,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1471.418,M11_November,ITC Limited
FDY31,5.98,Low Fat,0.043554614,Health and Hygiene,148.2418,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2354.2688,M11_November,ITC Limited
FDR31,6.46,Regular,0.04923932,Health and Hygiene,144.4102,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,4374.306,M11_November,ITC Limited
FDS55,7.02,Low Fat,0.08114883,Health and Hygiene,146.8734,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3563.3616,M11_November,ITC Limited
DRL60,8.52,Low Fat,0.027054244,Health and Hygiene,151.5682,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3506.7686,M11_November,ITC Limited
FDW55,12.6,Regular,0.036773101,Health and Hygiene,250.3092,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,249.0092,M11_November,ITC Limited
FDT11,5.94,Regular,0.049163321,Health and Hygiene,186.4556,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,563.2668,M11_November,ITC Limited
FDO50,16.25,Low Fat,0.078168739,Health and Hygiene,91.3804,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1653.8472,M11_November,ITC Limited
FDD28,10.695,Low Fat,0.05337973,Health and Hygiene,56.7904,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1113.2176,M11_November,ITC Limited
FDN28,5.88,Regular,0.030418998,Health and Hygiene,103.099,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1341.587,M11_November,ITC Limited
FDS35,9.3,Low Fat,0.111673587,Health and Hygiene,65.7826,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,968.739,M11_November,ITC Limited
FDB38,19.5,Regular,0.027341529,Health and Hygiene,158.292,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3994.8,M11_November,ITC Limited
FDT07,5.82,Regular,0.077634044,Health and Hygiene,256.433,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,3844.995,M11_November,ITC Limited
FDC53,8.68,Low Fat,0.008835694,Health and Hygiene,96.5384,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1182.4608,M11_November,ITC Limited
NCT41,15.7,Low Fat,0.055990291,Health and Hygiene,153.2024,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,3795.06,M11_November,ITC Limited
FDR40,,Regular,0.00799548,Health and Hygiene,78.5618,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2255.7304,M11_November,ITC Limited
FDH32,12.8,Low Fat,0.076369874,Health and Hygiene,97.241,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1448.115,M11_November,ITC Limited
FDN60,15.1,Low Fat,0.095351065,Health and Hygiene,158.6604,OUT045,2019,,Tier 2,Supermarket OUT-Pune,2535.3664,M11_November,ITC Limited
FDR33,7.31,Low Fat,0.026783871,Health and Hygiene,108.157,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1098.57,M11_November,ITC Limited
FDB59,,Low Fat,0.01520491,Health and Hygiene,197.2084,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,4166.5764,M11_November,ITC Limited
FDS07,12.35,Low Fat,0.099757833,Health and Hygiene,113.9518,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,910.8144,M11_November,ITC Limited
FDD02,16.6,Low Fat,0,Health and Hygiene,117.3124,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2014.7108,M11_November,ITC Limited
FDH05,14.35,Regular,0.090896452,Health and Hygiene,231.2984,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,6024.1584,M11_November,ITC Limited
FDR04,7.075,Low Fat,0.022602061,Health and Hygiene,98.1068,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1458.102,M11_November,ITC Limited
DRJ47,18.25,Low Fat,0.044250304,Health and Hygiene,174.708,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2423.512,M11_November,ITC Limited
FDW50,13.1,Low Fat,0.075885921,Health and Hygiene,165.1158,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1504.0422,M11_November,ITC Limited
NCJ17,7.68,Low Fat,0.153177941,Health and Hygiene,85.2224,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1278.336,M11_November,ITC Limited
FDH60,19.7,Regular,0,Health and Hygiene,197.911,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1767.699,M11_November,ITC Limited
DRL60,8.52,Low Fat,0.027114238,Health and Hygiene,151.9682,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1677.1502,M11_November,ITC Limited
FDS32,17.75,Regular,0.049634572,Health and Hygiene,140.2838,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,280.9676,M11_November,ITC Limited
FDM58,,Regular,0,Health and Hygiene,112.2544,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3914.904,M11_November,ITC Limited
FDK10,5.785,Regular,0.040587146,Health and Hygiene,180.366,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1258.362,M11_November,ITC Limited
NCS30,5.945,Low Fat,0.093008616,Health and Hygiene,127.8652,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2195.8084,M11_November,ITC Limited
FDY15,18.25,Regular,0.17179432,Health and Hygiene,154.663,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2659.871,M11_November,ITC Limited
FDC53,8.68,Low Fat,0.008828341,Health and Hygiene,99.9384,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,689.7688,M11_November,ITC Limited
FDK45,11.65,Low Fat,0.033858187,Health and Hygiene,113.386,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2603.278,M11_November,ITC Limited
FDH26,19.25,Regular,0.034841089,Health and Hygiene,141.1496,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,282.2992,M11_November,ITC Limited
NCW06,16.2,Low Fat,0.08425957,Health and Hygiene,192.3162,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,769.6648,M11_November,ITC Limited
FDV37,13,Regular,0.083444376,Health and Hygiene,195.8426,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,4152.5946,M11_November,ITC Limited
FDB52,17.75,Low Fat,0.030497325,Health and Hygiene,256.9672,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1534.0032,M11_November,ITC Limited
FDF41,12.15,Low Fat,0.131179812,Health and Hygiene,245.246,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,3202.498,M11_November,ITC Limited
FDA39,6.32,Low Fat,0.012737719,Health and Hygiene,38.5822,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,353.5398,M11_November,ITC Limited
FDE56,17.25,Regular,0.159165324,Health and Hygiene,63.4194,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1547.985,M11_November,ITC Limited
FDC56,7.72,Low Fat,0.122015744,Health and Hygiene,121.744,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,2277.036,M11_November,ITC Limited
FDT26,18.85,Regular,0.068091318,Health and Hygiene,120.644,OUT045,2019,,Tier 2,Supermarket OUT-Pune,3475.476,M11_November,ITC Limited
FDR21,19.7,Low Fat,0.067314073,Health and Hygiene,175.137,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2822.992,M11_November,ITC Limited
FDC14,14.5,Regular,0.041249072,Health and Hygiene,40.5454,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1216.4166,M11_November,ITC Limited
FDI32,17.7,Low Fat,0.174340475,Health and Hygiene,116.6834,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3570.6854,M11_November,ITC Limited
FDI02,15.7,Regular,0.11454343,Health and Hygiene,113.7202,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3263.0858,M11_November,ITC Limited
FDE22,9.695,Low Fat,0.029693277,Health and Hygiene,159.792,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,2716.464,M11_November,ITC Limited
FDW26,11.8,Regular,0.107057186,Health and Hygiene,224.1772,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,3558.0352,M11_November,ITC Limited
FDA36,,Low Fat,0.009921107,Health and Hygiene,183.6924,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,555.2772,M11_November,ITC Limited
NCS06,,Low Fat,0.031583053,Health and Hygiene,260.991,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,7100.757,M11_November,ITC Limited
NCX05,15.2,Low Fat,0.097043739,Health and Hygiene,116.8492,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2664.5316,M11_November,ITC Limited
FDU19,8.77,Regular,0.046762633,Health and Hygiene,170.8422,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1724.422,M11_November,ITC Limited
FDA49,19.7,Low Fat,0.064909488,Health and Hygiene,88.5198,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1308.297,M11_November,ITC Limited
NCZ42,10.5,Low Fat,0.011305479,Health and Hygiene,235.5248,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,4740.496,M11_November,ITC Limited
FDX32,15.1,Regular,0,Health and Hygiene,146.2786,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,433.4358,M11_November,ITC Limited
FDR01,5.405,Regular,0.053576661,Health and Hygiene,200.5742,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2388.8904,M11_November,ITC Limited
FDQ15,20.35,Regular,0.150947728,Health and Hygiene,81.0276,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1868.2348,M11_November,ITC Limited
FDQ14,,Low Fat,0.10818157,Health and Hygiene,149.605,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,449.415,M11_November,ITC Limited
FDS56,5.785,Regular,0.038749536,Health and Hygiene,262.0252,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,4459.5284,M11_November,ITC Limited
DRJ24,11.8,Low Fat,0.113790879,Health and Hygiene,185.3924,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,370.1848,M11_November,ITC Limited
FDG52,,Low Fat,0.065313024,Health and Hygiene,47.1402,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1516.0266,M11_November,ITC Limited
FDF59,12.5,Low Fat,0,Health and Hygiene,127.102,OUT017,2019,,Tier 2,Supermarket OUT-Pune,253.004,M11_November,ITC Limited
DRM49,6.11,Regular,0.152813518,Health and Hygiene,45.6086,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1025.9978,M11_November,ITC Limited
NCP02,7.105,Low Fat,0.044771473,Health and Hygiene,58.2562,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,592.562,M11_November,ITC Limited
FDW13,8.5,Low Fat,0.098083231,Health and Hygiene,50.3324,OUT045,2019,,Tier 2,Supermarket OUT-Pune,675.1212,M11_November,ITC Limited
FDV12,16.7,Regular,0.06121901,Health and Hygiene,100.0384,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1970.768,M11_November,ITC Limited
FDH14,17.1,Regular,0.047073322,Health and Hygiene,138.6838,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2950.1598,M11_November,ITC Limited
FDQ20,8.325,Low Fat,0.029953314,Health and Hygiene,39.5138,OUT017,2019,,Tier 2,Supermarket OUT-Pune,568.5932,M11_November,ITC Limited
FDT45,15.85,Low Fat,0,Health and Hygiene,55.1956,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1255.6988,M11_November,ITC Limited
NCM26,,Low Fat,0.040520754,Health and Hygiene,153.934,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,153.134,M11_November,ITC Limited
FDJ22,,Low Fat,0.052554508,Health and Hygiene,190.3504,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1917.504,M11_November,ITC Limited
FDD29,12.15,Low Fat,0.018514652,Health and Hygiene,252.7698,OUT017,2019,,Tier 2,Supermarket OUT-Pune,5834.4054,M11_November,ITC Limited
FDA13,15.85,Low Fat,0.07871426,Health and Hygiene,37.2506,OUT045,2019,,Tier 2,Supermarket OUT-Pune,493.3578,M11_November,ITC Limited
FDV47,17.1,Low Fat,0.054197299,Health and Hygiene,83.5566,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1860.2452,M11_November,ITC Limited
FDS57,15.5,Low Fat,0.103442268,Health and Hygiene,144.847,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2433.499,M11_November,ITC Limited
DRG36,14.15,Low Fat,0.095360186,Health and Hygiene,172.3106,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3251.1014,M11_November,ITC Limited
FDK38,,Low Fat,0.053031857,Health and Hygiene,149.1734,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,4454.202,M11_November,ITC Limited
DRJ49,6.865,Low Fat,0.013990601,Health and Hygiene,127.6652,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2841.6344,M11_November,ITC Limited
FDR37,16.5,Regular,0.066237024,Health and Hygiene,183.1292,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,6385.022,M11_November,ITC Limited
NCS53,14.5,Low Fat,0.089761211,Health and Hygiene,159.4604,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2376.906,M11_November,ITC Limited
FDR22,19.35,Regular,0.01863822,Health and Hygiene,110.2544,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1677.816,M11_November,ITC Limited
NCP42,8.51,Low Fat,0.016176344,Health and Hygiene,192.1478,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1937.478,M11_November,ITC Limited
FDK38,6.65,Low Fat,0.089196394,Health and Hygiene,147.0734,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,296.9468,M11_November,ITC Limited
NCC43,7.39,Low Fat,0.092782895,Health and Hygiene,252.6066,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2259.0594,M11_November,ITC Limited
FDH57,10.895,Low Fat,0.0358031,Health and Hygiene,130.3284,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,2504.7396,M11_November,ITC Limited
FDQ25,8.63,Regular,0.028271345,Health and Hygiene,170.5422,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2069.3064,M11_November,ITC Limited
FDA11,7.75,Low Fat,0.043238822,Health and Hygiene,92.5436,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1701.7848,M11_November,ITC Limited
FDG31,12.15,Low Fat,0.037955309,Health and Hygiene,62.8826,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,710.4086,M11_November,ITC Limited
FDW28,18.25,Low Fat,0.089186083,Health and Hygiene,194.3452,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,4502.1396,M11_November,ITC Limited
FDV14,19.85,Low Fat,0.044566659,Health and Hygiene,88.5856,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,703.0848,M11_November,ITC Limited
FDB60,9.3,Low Fat,0.028638276,Health and Hygiene,195.8136,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,2138.5496,M11_November,ITC Limited
FDU43,,Regular,0.057762301,Health and Hygiene,237.3564,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2145.2076,M11_November,ITC Limited
DRH11,5.98,Low Fat,0.075711199,Health and Hygiene,55.6614,OUT045,2019,,Tier 2,Supermarket OUT-Pune,331.5684,M11_November,ITC Limited
FDC48,,Low Fat,0.027767577,Health and Hygiene,82.1592,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,412.796,M11_November,ITC Limited
DRK39,7.02,Low Fat,0.049865399,Health and Hygiene,82.925,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1165.15,M11_November,ITC Limited
