pickup,dropoff,passengers,distance,fare,tip,tolls,total,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-03 06:16:32,2019-03-03 06:21:33,1,1.42,6.5,0.0,0.0,9.8,cash,Kips Bay,Greenwich Village North,Manhattan,Manhattan
2019-03-13 20:44:27,2019-03-13 20:59:33,1,2.95,12.0,2.37,0.0,18.17,credit card,East Village,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-16 14:00:23,2019-03-16 14:38:08,5,6.57,28.0,0.0,0.0,31.3,cash,Murray Hill,Steinway,Manhattan,Queens
2019-03-02 00:48:15,2019-03-02 01:04:07,5,3.5,14.0,3.0,0.0,20.8,credit card,Clinton East,Yorkville West,Manhattan,Manhattan
2019-03-04 14:59:10,2019-03-04 15:04:36,1,1.85,7.0,2.06,0.0,12.36,credit card,Upper West Side North,Morningside Heights,Manhattan,Manhattan
2019-03-26 22:48:14,2019-03-26 23:06:02,1,3.35,14.0,0.0,0.0,17.8,cash,Times Sq/Theatre District,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-08 22:52:50,2019-03-08 23:05:16,1,1.65,9.5,2.66,0.0,15.96,credit card,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan
2019-03-14 07:54:46,2019-03-14 07:58:53,1,0.7,5.0,1.66,0.0,9.96,credit card,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-13 19:03:43,2019-03-13 19:11:45,1,1.36,7.5,2.36,0.0,14.16,credit card,Clinton East,Lincoln Square East,Manhattan,Manhattan
2019-03-23 02:07:11,2019-03-23 02:18:04,1,1.45,8.5,2.46,0.0,14.76,credit card,East Village,West Village,Manhattan,Manhattan
2019-03-20 11:29:48,2019-03-20 11:54:18,1,8.3,26.5,0.0,0.0,29.8,cash,Midtown North,Downtown Brooklyn/MetroTech,Manhattan,Brooklyn
2019-03-09 20:15:11,2019-03-09 20:25:04,2,1.1,8.0,2.95,0.0,14.75,credit card,Midtown South,Gramercy,Manhattan,Manhattan
2019-03-13 11:15:46,2019-03-13 11:16:57,1,0.22,3.0,1.5,0.0,5.3,credit card,Manhattan Valley,Upper West Side North,Manhattan,Manhattan
2019-03-01 15:39:21,2019-03-01 15:42:48,1,0.4,4.0,2.0,0.0,9.3,credit card,TriBeCa/Civic Center,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-27 21:14:00,2019-03-27 21:26:42,1,2.0,10.0,3.45,0.0,17.25,credit card,Sutton Place/Turtle Bay North,East Village,Manhattan,Manhattan
2019-03-01 07:28:47,2019-03-01 07:30:36,1,0.39,3.5,1.36,0.0,8.16,credit card,Midtown East,Midtown East,Manhattan,Manhattan
2019-03-28 12:31:33,2019-03-28 12:54:08,0,1.9,14.5,1.25,0.0,19.05,credit card,Penn Station/Madison Sq West,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-08 18:22:40,2019-03-08 18:37:43,2,3.02,12.0,2.76,0.0,16.56,credit card,Downtown Brooklyn/MetroTech,Williamsburg (South Side),Brooklyn,Brooklyn
2019-03-02 11:01:14,2019-03-02 11:05:25,1,0.8,5.0,1.0,0.0,9.3,credit card,Greenwich Village North,East Village,Manhattan,Manhattan
2019-03-16 18:44:48,2019-03-16 18:54:14,1,1.56,8.5,2.36,0.0,14.16,credit card,Midtown North,Upper West Side South,Manhattan,Manhattan
2019-03-28 12:45:36,2019-03-28 12:52:45,1,1.2,6.5,1.95,0.0,11.75,credit card,Murray Hill,Gramercy,Manhattan,Manhattan
2019-03-21 22:04:39,2019-03-21 22:25:31,2,2.99,15.5,3.86,0.0,25.11,credit card,Chinatown,Midtown South,Manhattan,Manhattan
2019-03-29 08:58:34,2019-03-29 09:23:41,6,4.14,19.0,4.0,0.0,26.3,credit card,Upper East Side South,East Village,Manhattan,Manhattan
2019-03-04 19:04:37,2019-03-04 19:09:47,1,0.7,5.5,0.0,0.0,9.8,cash,Murray Hill,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-22 20:00:31,2019-03-22 20:01:16,1,0.0,2.5,0.0,0.0,6.3,,West Chelsea/Hudson Yards,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-21 23:13:35,2019-03-21 23:22:07,3,1.31,7.5,2.82,0.0,14.12,credit card,Times Sq/Theatre District,Murray Hill,Manhattan,Manhattan
2019-03-20 17:23:39,2019-03-20 17:28:18,1,1.14,5.5,2.94,0.0,12.74,credit card,UN/Turtle Bay South,Gramercy,Manhattan,Manhattan
2019-03-07 00:18:40,2019-03-07 00:26:31,1,1.4,7.5,0.0,0.0,11.3,cash,Kips Bay,East Village,Manhattan,Manhattan
2019-03-08 13:42:50,2019-03-08 14:02:22,2,8.63,52.0,15.26,5.76,76.32,credit card,Sunnyside,World Trade Center,Queens,Manhattan
2019-03-17 12:03:27,2019-03-17 12:09:48,1,2.49,8.5,0.0,0.0,11.8,cash,Lenox Hill West,East Harlem North,Manhattan,Manhattan
2019-03-31 16:56:46,2019-03-31 17:11:07,0,2.2,11.5,2.45,0.0,14.75,credit card,Manhattan Valley,East Harlem North,Manhattan,Manhattan
2019-03-31 20:04:02,2019-03-31 20:28:52,1,6.09,22.0,3.0,0.0,28.8,credit card,Greenwich Village South,Upper East Side North,Manhattan,Manhattan
2019-03-27 22:05:38,2019-03-27 22:15:29,1,1.04,7.5,1.7,0.0,13.0,credit card,Lower East Side,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-20 11:11:21,2019-03-20 11:18:36,1,1.19,7.0,2.06,0.0,12.36,credit card,TriBeCa/Civic Center,Battery Park City,Manhattan,Manhattan
2019-03-31 12:08:02,2019-03-31 12:10:25,1,0.5,4.0,0.95,0.0,5.75,credit card,Manhattan Valley,Manhattan Valley,Manhattan,Manhattan
2019-03-06 15:33:55,2019-03-06 15:36:32,1,0.4,4.0,1.45,0.0,8.75,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019-03-28 16:42:32,2019-03-28 16:51:23,1,1.21,7.5,2.36,0.0,14.16,credit card,Upper East Side North,Yorkville East,Manhattan,Manhattan
2019-03-22 00:35:54,2019-03-22 00:41:42,1,1.24,6.0,1.96,0.0,11.76,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-19 01:59:39,2019-03-19 02:04:05,1,0.6,5.0,0.0,0.0,8.8,cash,Hudson Sq,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-23 23:56:49,2019-03-23 23:57:27,2,1.4,20.0,5.0,0.0,25.3,credit card,Prospect Heights,Prospect Heights,Brooklyn,Brooklyn
2019-03-25 20:25:10,2019-03-25 20:31:59,1,1.0,6.5,1.0,0.0,11.3,credit card,Midtown Center,Lenox Hill West,Manhattan,Manhattan
2019-03-05 17:39:25,2019-03-05 18:08:25,1,3.46,18.5,2.0,0.0,24.8,credit card,Upper East Side South,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-07 22:10:11,2019-03-07 22:40:47,1,6.4,25.0,0.0,0.0,28.8,cash,Lincoln Square East,Jackson Heights,Manhattan,Queens
2019-03-01 15:03:13,2019-03-01 15:22:23,3,2.12,13.0,0.0,0.0,16.3,cash,East Chelsea,Midtown Center,Manhattan,Manhattan
2019-03-13 23:25:46,2019-03-13 23:55:58,1,5.85,23.0,6.51,5.76,39.07,credit card,West Village,Long Island City/Hunters Point,Manhattan,Queens
2019-03-04 23:08:57,2019-03-04 23:18:15,2,1.7,8.5,0.0,0.0,12.3,cash,Lower East Side,World Trade Center,Manhattan,Manhattan
2019-03-23 00:19:43,2019-03-23 00:28:13,1,1.48,7.5,0.0,0.0,11.3,cash,Garment District,Midtown East,Manhattan,Manhattan
2019-03-21 16:29:03,2019-03-21 16:42:18,1,0.6,9.0,0.0,0.0,13.3,cash,Midtown Center,Clinton East,Manhattan,Manhattan
2019-03-11 11:50:10,2019-03-11 12:02:38,5,1.51,9.5,2.0,0.0,14.8,credit card,Midtown East,Lenox Hill West,Manhattan,Manhattan
2019-03-14 23:59:03,2019-03-15 00:02:48,1,0.79,5.0,1.76,0.0,10.56,credit card,Midtown South,Midtown South,Manhattan,Manhattan
2019-03-14 11:20:51,2019-03-14 11:32:06,1,1.1,8.5,2.35,0.0,14.15,credit card,East Chelsea,Gramercy,Manhattan,Manhattan
2019-03-11 17:49:12,2019-03-11 18:01:51,1,1.73,10.0,2.7,0.0,17.0,credit card,Upper West Side South,Upper East Side South,Manhattan,Manhattan
2019-03-06 02:01:22,2019-03-06 02:06:33,1,1.5,6.5,1.5,0.0,11.8,credit card,Flatiron,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-13 17:29:40,2019-03-13 17:42:50,1,2.6,11.0,2.5,0.0,17.8,credit card,East Chelsea,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-23 20:03:51,2019-03-23 20:13:44,1,1.62,9.0,2.56,0.0,15.36,credit card,Upper East Side North,Lenox Hill West,Manhattan,Manhattan
2019-03-02 18:18:54,2019-03-02 18:20:15,1,0.0,3.0,0.0,0.0,6.3,cash,Yorkville West,Lenox Hill West,Manhattan,Manhattan
2019-03-21 23:20:38,2019-03-21 23:31:25,1,2.1,9.5,2.66,0.0,15.96,credit card,West Chelsea/Hudson Yards,Murray Hill,Manhattan,Manhattan
2019-03-30 23:06:47,2019-03-30 23:18:15,6,3.16,11.5,1.5,0.0,16.8,credit card,Clinton East,Manhattan Valley,Manhattan,Manhattan
2019-03-12 15:14:05,2019-03-12 15:19:23,3,0.96,5.5,1.76,0.0,10.56,credit card,Midtown South,Union Sq,Manhattan,Manhattan
2019-03-28 17:36:57,2019-03-28 17:50:31,2,1.8,10.5,1.0,0.0,15.8,credit card,Upper East Side North,Lincoln Square East,Manhattan,Manhattan
2019-03-28 12:49:58,2019-03-28 13:04:03,6,1.34,10.0,3.32,0.0,16.62,credit card,Midtown East,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-23 10:29:47,2019-03-23 10:33:16,1,0.69,4.5,0.0,0.0,7.8,cash,UN/Turtle Bay South,Kips Bay,Manhattan,Manhattan
2019-03-23 22:05:11,2019-03-23 22:12:56,1,1.23,7.0,0.0,0.0,10.8,cash,Murray Hill,Union Sq,Manhattan,Manhattan
2019-03-13 10:48:13,2019-03-13 10:51:47,1,0.57,4.5,1.56,0.0,9.36,credit card,Upper East Side North,East Harlem South,Manhattan,Manhattan
2019-03-08 15:21:36,2019-03-08 15:27:23,2,0.6,6.5,0.0,0.0,9.8,cash,Times Sq/Theatre District,Clinton West,Manhattan,Manhattan
2019-03-28 06:52:32,2019-03-28 06:58:14,6,0.88,6.0,0.0,0.0,9.3,cash,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-18 17:43:37,2019-03-18 17:49:36,1,1.39,7.0,0.0,0.0,8.8,cash,Central Harlem,Manhattan Valley,Manhattan,Manhattan
2019-03-10 14:59:18,2019-03-10 15:00:27,1,0.1,3.0,0.0,0.0,6.3,cash,Upper East Side North,Yorkville West,Manhattan,Manhattan
2019-03-19 22:02:22,2019-03-19 22:16:31,1,1.7,10.5,2.85,0.0,17.15,credit card,Upper East Side South,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-03 12:11:36,2019-03-03 12:14:18,1,0.4,4.0,0.0,0.0,7.3,cash,Lenox Hill East,Yorkville East,Manhattan,Manhattan
2019-03-06 17:40:32,2019-03-06 17:48:14,1,1.29,7.0,2.26,0.0,13.56,credit card,Kips Bay,Greenwich Village North,Manhattan,Manhattan
2019-03-08 18:08:44,2019-03-08 18:18:23,2,1.7,9.0,2.65,0.0,15.95,credit card,Upper East Side North,Midtown East,Manhattan,Manhattan
2019-03-24 10:54:22,2019-03-24 11:03:40,1,1.33,8.0,1.0,0.0,12.3,credit card,Greenwich Village North,SoHo,Manhattan,Manhattan
2019-03-18 15:18:21,2019-03-18 15:36:45,5,2.79,14.0,3.46,0.0,20.76,credit card,Gramercy,Lenox Hill East,Manhattan,Manhattan
2019-03-28 19:11:07,2019-03-28 19:22:56,1,2.82,11.5,3.16,0.0,18.96,credit card,Upper East Side South,Bloomingdale,Manhattan,Manhattan
2019-03-19 16:16:34,2019-03-19 16:25:50,2,2.3,9.5,0.0,0.0,13.8,cash,West Chelsea/Hudson Yards,Lincoln Square West,Manhattan,Manhattan
2019-03-29 13:40:29,2019-03-29 13:57:05,1,1.42,11.5,2.22,0.0,17.02,credit card,Union Sq,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-03 05:07:39,2019-03-03 05:14:49,1,2.2,8.5,2.45,0.0,14.75,credit card,East Chelsea,Upper West Side South,Manhattan,Manhattan
2019-03-14 08:15:59,2019-03-14 08:34:30,1,4.0,16.0,3.85,0.0,23.15,credit card,Alphabet City,Brooklyn Heights,Manhattan,Brooklyn
2019-03-10 01:30:20,2019-03-10 01:46:17,2,2.98,13.0,2.86,0.0,17.16,credit card,Bedford,Bushwick North,Brooklyn,Brooklyn
2019-03-03 17:32:46,2019-03-03 18:28:02,3,16.12,52.0,0.0,5.76,61.06,cash,JFK Airport,Clinton East,Queens,Manhattan
2019-03-08 16:37:12,2019-03-08 17:09:49,2,6.0,24.0,5.66,0.0,33.96,credit card,Upper West Side South,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-02 14:25:41,2019-03-02 14:39:19,1,3.68,13.5,2.86,0.0,17.16,credit card,Washington Heights South,Manhattan Valley,Manhattan,Manhattan
2019-03-25 15:38:42,2019-03-25 15:56:50,4,3.48,14.5,2.5,0.0,20.3,credit card,Sutton Place/Turtle Bay North,Upper West Side South,Manhattan,Manhattan
2019-03-08 09:37:01,2019-03-08 09:46:17,1,1.32,8.0,0.0,0.0,11.3,cash,Upper East Side South,Upper East Side North,Manhattan,Manhattan
2019-03-29 11:36:04,2019-03-29 11:45:48,1,1.3,8.0,0.0,0.0,11.3,cash,Upper East Side South,Yorkville West,Manhattan,Manhattan
2019-03-01 20:11:28,2019-03-01 20:35:18,1,2.24,15.0,1.0,0.0,19.8,credit card,Midtown South,East Village,Manhattan,Manhattan
2019-03-26 15:11:47,2019-03-26 15:34:57,2,6.0,21.5,7.0,0.0,31.8,credit card,Financial District South,Lincoln Square East,Manhattan,Manhattan
2019-03-20 17:19:54,2019-03-20 17:26:24,2,1.0,6.0,2.0,0.0,12.3,credit card,Midtown East,Gramercy,Manhattan,Manhattan
2019-03-21 07:45:29,2019-03-21 08:29:42,1,0.25,-29.87,0.0,0.0,-30.17,,Upper East Side South,Upper East Side South,Manhattan,Manhattan
2019-03-24 15:10:29,2019-03-24 15:29:21,1,1.75,12.5,0.0,0.0,15.8,cash,Lincoln Square East,Midtown Center,Manhattan,Manhattan
2019-03-01 07:37:17,2019-03-01 07:57:16,1,3.4,15.0,3.65,0.0,21.95,credit card,Battery Park City,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-18 16:09:45,2019-03-18 17:11:36,4,20.12,52.0,11.96,0.0,71.76,credit card,JFK Airport,Financial District South,Queens,Manhattan
2019-03-29 15:12:15,2019-03-29 15:17:53,1,0.8,5.5,0.0,0.0,8.8,cash,Yorkville West,Lenox Hill West,Manhattan,Manhattan
2019-03-31 11:55:52,2019-03-31 12:00:39,1,0.62,5.0,1.0,0.0,9.3,credit card,Greenwich Village North,East Village,Manhattan,Manhattan
2019-03-23 21:56:23,2019-03-23 22:03:24,2,0.8,6.0,0.0,0.0,9.8,cash,Greenwich Village North,West Village,Manhattan,Manhattan
2019-03-09 01:00:09,2019-03-09 01:11:15,1,1.14,8.5,2.46,0.0,14.76,credit card,Lower East Side,Hudson Sq,Manhattan,Manhattan
2019-03-17 00:22:39,2019-03-17 00:53:23,1,7.1,24.5,0.0,0.0,28.3,cash,Upper East Side South,Stuyvesant Heights,Manhattan,Brooklyn
2019-03-02 14:51:38,2019-03-02 15:35:23,4,10.0,37.5,0.0,5.76,46.56,cash,Clinton East,LaGuardia Airport,Manhattan,Queens
2019-03-05 23:28:59,2019-03-05 23:40:12,2,3.19,11.0,0.0,0.0,14.8,cash,East Village,Midtown Center,Manhattan,Manhattan
2019-03-27 08:23:29,2019-03-27 08:34:58,0,2.1,10.5,3.45,0.0,17.25,credit card,Yorkville East,Midtown East,Manhattan,Manhattan
2019-03-05 23:03:12,2019-03-05 23:14:17,1,3.07,11.5,0.0,0.0,15.3,cash,Hudson Sq,Downtown Brooklyn/MetroTech,Manhattan,Brooklyn
2019-03-03 18:07:37,2019-03-03 18:17:36,0,1.2,8.0,2.0,0.0,13.3,credit card,Upper West Side South,Upper West Side South,Manhattan,Manhattan
2019-03-14 10:34:45,2019-03-14 10:46:52,1,0.7,8.5,2.35,0.0,14.15,credit card,Penn Station/Madison Sq West,Garment District,Manhattan,Manhattan
2019-03-19 11:32:55,2019-03-19 11:38:17,1,0.49,5.0,1.66,0.0,9.96,credit card,Upper East Side South,Midtown East,Manhattan,Manhattan
2019-03-20 15:03:13,2019-03-20 15:06:09,1,0.6,4.5,2.3,0.0,10.1,credit card,Upper East Side North,Upper West Side South,Manhattan,Manhattan
2019-03-12 10:16:41,2019-03-12 10:23:46,1,0.8,6.0,2.3,0.0,11.6,credit card,Penn Station/Madison Sq West,Murray Hill,Manhattan,Manhattan
2019-03-19 19:23:35,2019-03-19 19:31:46,1,1.53,7.5,2.36,0.0,14.16,credit card,West Village,Kips Bay,Manhattan,Manhattan
2019-03-12 06:07:04,2019-03-12 06:47:52,1,20.4,52.0,15.25,5.76,76.31,credit card,Upper East Side South,JFK Airport,Manhattan,Queens
2019-03-01 19:59:44,2019-03-01 20:03:28,1,0.71,4.5,1.26,0.0,7.56,credit card,Park Slope,Park Slope,Brooklyn,Brooklyn
2019-03-05 22:10:45,2019-03-05 22:30:46,1,3.92,16.0,3.96,0.0,23.76,credit card,Greenwich Village North,Upper East Side North,Manhattan,Manhattan
2019-03-11 15:42:21,2019-03-11 16:43:34,6,17.31,52.0,12.21,5.76,73.27,credit card,JFK Airport,Garment District,Queens,Manhattan
2019-03-11 11:50:43,2019-03-11 12:10:42,2,1.96,13.5,1.5,0.0,18.3,credit card,Midtown North,Lenox Hill East,Manhattan,Manhattan
2019-03-13 12:57:37,2019-03-13 13:03:31,1,0.4,5.0,0.0,0.0,8.3,cash,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-14 17:51:32,2019-03-14 18:05:10,1,2.26,11.5,3.16,0.0,18.96,credit card,Yorkville East,Midtown Center,Manhattan,Manhattan
2019-03-19 19:10:56,2019-03-19 19:49:13,1,18.82,52.5,0.0,5.76,60.06,credit card,Penn Station/Madison Sq West,Coney Island,Manhattan,Brooklyn
2019-03-28 19:55:42,2019-03-28 20:11:29,3,6.35,20.5,4.96,0.0,29.76,credit card,Battery Park City,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-19 19:48:22,2019-03-19 19:59:11,1,1.58,9.0,2.66,0.0,15.96,credit card,Union Sq,Greenwich Village South,Manhattan,Manhattan
2019-03-10 03:57:33,2019-03-10 04:03:25,1,0.95,6.0,2.45,0.0,12.25,credit card,Greenwich Village South,Two Bridges/Seward Park,Manhattan,Manhattan
2019-03-28 07:36:56,2019-03-28 07:51:32,1,3.3,12.5,3.15,0.0,18.95,credit card,Midtown Center,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-26 11:26:41,2019-03-26 11:35:23,1,1.58,8.0,3.39,0.0,14.69,credit card,Midtown Center,Lincoln Square East,Manhattan,Manhattan
2019-03-15 19:18:04,2019-03-15 19:32:16,1,1.18,10.0,0.0,0.0,14.3,cash,Upper East Side South,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-07 01:17:10,2019-03-07 01:21:34,1,1.05,5.5,2.79,0.0,12.09,credit card,East Village,Flatiron,Manhattan,Manhattan
2019-03-02 19:21:35,2019-03-02 19:33:20,2,1.3,9.0,2.45,0.0,14.75,credit card,Midtown North,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-11 16:17:32,2019-03-11 16:35:43,1,3.1,14.0,0.0,0.0,18.3,cash,Meatpacking/West Village West,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-15 07:30:22,2019-03-15 07:45:40,1,2.9,13.0,0.0,0.0,16.3,cash,,Gramercy,,Manhattan
2019-03-23 20:49:46,2019-03-23 20:55:38,1,1.2,6.5,0.0,0.0,10.3,cash,Lincoln Square East,Upper West Side South,Manhattan,Manhattan
2019-03-07 01:13:51,2019-03-07 01:18:51,1,0.7,5.0,1.75,0.0,10.55,credit card,Times Sq/Theatre District,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-19 17:25:14,2019-03-19 17:36:23,2,1.5,9.0,2.65,0.0,15.95,credit card,Flatiron,Hudson Sq,Manhattan,Manhattan
2019-03-16 11:52:31,2019-03-16 12:21:51,1,3.9,19.5,4.55,0.0,27.35,credit card,Clinton East,Chinatown,Manhattan,Manhattan
2019-03-28 00:17:25,2019-03-28 00:42:12,1,7.45,25.5,5.86,0.0,35.16,credit card,Garment District,Greenpoint,Manhattan,Brooklyn
2019-03-08 22:56:21,2019-03-08 23:06:18,2,1.64,8.5,0.0,0.0,12.3,cash,Little Italy/NoLiTa,Financial District South,Manhattan,Manhattan
2019-03-12 20:35:43,2019-03-12 20:39:39,1,0.5,5.0,0.88,0.0,9.68,credit card,Clinton West,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-22 11:42:40,2019-03-22 11:51:00,2,0.94,7.0,2.06,0.0,12.36,credit card,Yorkville East,Upper East Side North,Manhattan,Manhattan
2019-03-31 21:40:44,2019-03-31 21:50:47,1,2.4,10.0,2.75,0.0,16.55,credit card,Midtown East,Lenox Hill West,Manhattan,Manhattan
2019-03-23 11:24:06,2019-03-23 11:36:21,1,2.4,11.0,4.0,0.0,18.3,credit card,Times Sq/Theatre District,Upper West Side South,Manhattan,Manhattan
2019-03-24 01:37:26,2019-03-24 01:43:27,1,1.51,7.0,2.0,0.0,12.8,credit card,Midtown South,Greenwich Village North,Manhattan,Manhattan
2019-03-12 08:46:36,2019-03-12 08:59:07,5,1.48,9.5,0.0,0.0,12.8,cash,East Chelsea,Gramercy,Manhattan,Manhattan
2019-03-13 20:01:13,2019-03-13 20:08:22,1,1.0,6.5,0.0,0.0,10.3,cash,Upper East Side North,Upper East Side South,Manhattan,Manhattan
2019-03-15 06:54:55,2019-03-15 07:03:19,2,1.01,7.0,1.75,0.0,12.05,credit card,Murray Hill,Midtown South,Manhattan,Manhattan
2019-03-08 07:44:49,2019-03-08 07:49:56,1,0.74,5.5,0.0,0.0,8.8,cash,Upper East Side North,East Harlem South,Manhattan,Manhattan
2019-03-17 17:18:49,2019-03-17 17:44:57,2,4.0,18.0,0.0,0.0,21.3,cash,Lincoln Square East,Greenwich Village South,Manhattan,Manhattan
2019-03-14 12:18:05,2019-03-14 12:39:12,2,1.04,13.0,3.26,0.0,19.56,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
2019-03-26 16:44:38,2019-03-26 17:01:15,1,4.45,16.0,5.08,0.0,25.38,credit card,Financial District North,Murray Hill,Manhattan,Manhattan
2019-03-23 21:56:23,2019-03-23 22:09:33,2,5.1,16.5,3.7,0.0,24.0,credit card,Lincoln Square East,Hamilton Heights,Manhattan,Manhattan
2019-03-17 00:17:00,2019-03-17 00:20:19,1,0.9,5.0,2.2,0.0,11.0,credit card,Central Park,East Harlem South,Manhattan,Manhattan
2019-03-31 11:12:24,2019-03-31 11:33:31,2,10.71,30.5,9.89,5.76,49.45,credit card,LaGuardia Airport,Midtown East,Queens,Manhattan
2019-03-19 20:01:30,2019-03-19 20:17:23,1,2.95,13.0,4.2,0.0,21.0,credit card,SoHo,Clinton East,Manhattan,Manhattan
2019-03-18 18:44:15,2019-03-18 18:55:23,2,2.05,9.5,2.76,0.0,16.56,credit card,Union Sq,Midtown Center,Manhattan,Manhattan
2019-03-22 00:12:53,2019-03-22 00:18:29,1,1.23,6.5,2.06,0.0,12.36,credit card,Upper West Side South,Yorkville West,Manhattan,Manhattan
2019-03-30 10:34:08,2019-03-30 10:58:29,1,8.7,27.5,0.0,5.76,34.06,cash,LaGuardia Airport,Hamilton Heights,Queens,Manhattan
2019-03-01 18:09:23,2019-03-01 18:19:24,1,1.72,8.5,0.0,0.0,12.8,cash,Union Sq,Midtown Center,Manhattan,Manhattan
2019-03-25 22:47:44,2019-03-25 22:55:01,1,1.1,6.5,0.0,0.0,10.3,cash,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-24 16:48:36,2019-03-24 16:57:56,1,1.6,8.5,0.0,0.0,12.8,credit card,Bloomingdale,Upper West Side South,Manhattan,Manhattan
2019-03-05 13:14:31,2019-03-05 13:34:18,6,1.75,13.0,3.26,0.0,19.56,credit card,West Chelsea/Hudson Yards,Greenwich Village North,Manhattan,Manhattan
2019-03-01 18:14:18,2019-03-01 18:25:45,1,1.5,9.0,3.33,0.0,16.63,credit card,Times Sq/Theatre District,Union Sq,Manhattan,Manhattan
2019-03-08 22:59:16,2019-03-08 23:04:51,4,0.8,5.5,0.0,0.0,9.3,cash,Murray Hill,Murray Hill,Manhattan,Manhattan
2019-03-31 18:07:28,2019-03-31 18:26:11,1,2.61,13.5,2.86,0.0,17.16,credit card,Sunnyside,Sunnyside,Queens,Queens
2019-03-14 06:28:02,2019-03-14 06:34:39,6,1.46,7.0,2.06,0.0,12.36,credit card,Midtown East,Kips Bay,Manhattan,Manhattan
2019-03-15 11:55:49,2019-03-15 12:24:30,1,3.1,19.0,0.0,0.0,22.3,cash,Little Italy/NoLiTa,East Chelsea,Manhattan,Manhattan
2019-03-13 17:35:40,2019-03-13 17:41:00,2,0.91,5.5,2.2,0.0,12.0,credit card,Lincoln Square East,Midtown North,Manhattan,Manhattan
2019-03-18 17:50:00,2019-03-18 18:12:15,1,3.35,16.0,2.0,0.0,22.3,credit card,Midtown Center,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-16 10:09:38,2019-03-16 10:23:28,1,0.9,9.5,0.0,0.0,12.8,credit card,Lincoln Square East,Central Park,Manhattan,Manhattan
2019-03-21 19:28:52,2019-03-21 19:37:08,1,1.42,8.0,2.46,0.0,14.76,credit card,Yorkville East,Upper East Side South,Manhattan,Manhattan
2019-03-26 14:13:23,2019-03-26 14:44:40,2,14.1,39.0,0.0,0.0,39.8,cash,JFK Airport,Woodside,Queens,Queens
2019-03-23 09:17:00,2019-03-23 09:18:09,1,0.48,3.5,2.04,0.0,8.84,credit card,East Chelsea,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-24 01:45:35,2019-03-24 02:02:38,1,2.9,12.5,2.0,0.0,18.3,credit card,Lower East Side,Midtown South,Manhattan,Manhattan
2019-03-08 22:43:57,2019-03-08 22:54:10,1,2.29,10.0,2.0,0.0,15.8,credit card,Lincoln Square East,Upper East Side North,Manhattan,Manhattan
2019-03-18 09:09:04,2019-03-18 09:15:44,1,0.54,6.0,1.86,0.0,11.16,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan
2019-03-27 08:19:46,2019-03-27 08:23:06,1,0.6,4.5,0.0,0.0,7.8,cash,Gramercy,Kips Bay,Manhattan,Manhattan
2019-03-25 14:04:34,2019-03-25 14:07:16,1,0.29,3.5,0.0,0.0,6.8,cash,West Village,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-08 21:13:41,2019-03-08 21:20:29,1,1.29,7.0,2.7,0.0,13.5,credit card,Upper East Side South,Lincoln Square East,Manhattan,Manhattan
2019-03-18 21:17:57,2019-03-18 21:27:17,1,1.16,7.5,0.0,0.0,11.3,cash,Midtown South,Kips Bay,Manhattan,Manhattan
2019-03-18 23:24:21,2019-03-18 23:32:56,1,4.7,14.5,3.0,0.0,18.8,credit card,Long Island City/Hunters Point,Woodside,Queens,Queens
