Month,Day,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
,6,,,,6.992,,7.243,6.528,,7.122,7.059,7.181,6.991,6.162,6.617,7.169,6.163,6.956,6.035,7.218,6.661,6.514,5.917,6.178,6.746,5.67,6.113,5.94,5.677,5.866,4.291,4.7,5.175,4.913,4.367,3.451,5.164,5.246,4.458,4.199,4.691,4.874,4.371,3.899,4.897,
,7,,7.075,7.574,,7.182,,,6.496,,7.087,7.213,6.959,6.127,6.516,7.159,6.162,6.995,6.016,7.242,6.707,6.496,5.864,6.106,6.73,5.691,6.093,5.902,5.593,5.873,4.275,4.664,5.214,4.813,4.351,3.522,5.161,5.204,4.397,4.145,4.676,4.841,4.408,3.878,4.895,
,8,,,,7.046,,7.204,6.509,,7.192,7.041,7.144,6.98,6.161,6.465,7.212,6.175,6.973,6.059,7.194,6.69,6.482,5.844,6.011,6.718,5.687,6.11,5.927,5.614,5.917,4.292,4.627,5.132,4.753,4.333,3.516,5.09,5.182,4.387,4.168,4.686,4.821,4.369,3.845,4.893,
,9,,7.092,7.56,,7.18,,,6.486,,7.145,7.175,6.95,6.197,6.464,7.27,6.218,6.992,6.02,7.165,6.663,6.469,5.828,6.004,6.724,5.68,6.103,5.906,5.582,5.942,4.277,4.651,5.165,4.75,4.353,3.492,5.053,5.178,4.438,4.147,4.673,4.827,4.376,3.868,4.872,
,10,,,,6.902,,7.238,6.501,,7.187,7.106,7.121,6.907,6.117,6.445,7.269,6.206,6.938,6.106,7.147,6.701,6.482,5.755,5.963,6.691,5.641,6.065,5.83,5.627,5.887,4.254,4.603,5.17,4.758,4.338,3.452,5.071,5.122,4.507,4.168,4.666,4.807,4.344,3.836,4.827,
,11,,6.981,7.557,,7.173,,,6.495,,7.121,7.048,6.903,6.094,6.434,7.252,6.22,6.97,6.116,7.207,6.702,6.403,5.737,5.943,6.667,5.639,6.04,5.809,5.601,5.944,4.215,4.577,5.113,4.821,4.346,3.416,5.058,5.124,4.471,4.238,4.684,4.763,4.319,3.849,4.821,
,12,,,,6.904,,7.305,6.422,,7.214,7.127,7.144,6.922,6.147,6.369,7.256,6.201,7.019,6.104,7.276,6.658,6.439,5.676,5.971,6.632,5.638,6.055,5.807,5.538,5.889,4.225,4.574,5.047,4.777,4.369,3.417,5.051,5.1,4.482,4.273,4.666,4.749,4.326,3.814,4.776,
,13,,7.003,7.543,,7.16,,,6.558,,7.174,7.198,6.908,6.103,6.35,7.245,6.161,6.945,6.068,7.393,6.686,6.469,5.791,6.025,6.641,5.628,6.103,5.84,5.51,5.79,4.218,4.598,5.103,4.812,4.445,3.399,5.04,5.049,4.426,4.348,4.635,4.757,4.269,3.793,4.773,
,14,,,,6.952,,7.246,6.461,,7.3,7.19,7.208,6.907,6.111,6.28,7.28,6.189,6.975,6.053,7.418,6.686,6.429,5.905,6.005,6.684,5.644,6.023,5.855,5.493,5.746,4.147,4.599,5.198,4.808,4.514,3.408,5.077,5.044,4.395,4.385,4.675,4.7,4.215,3.846,4.757,
,15,,7.007,7.602,,7.196,,,6.568,,7.177,7.276,6.894,6.131,6.284,7.281,6.189,7.027,6.054,7.484,6.678,6.407,5.873,6.065,6.657,5.661,6.032,5.853,5.47,5.753,4.167,4.601,5.213,4.73,4.555,3.378,5.095,5.032,4.46,4.325,4.739,4.688,4.186,3.818,4.781,
,16,,,,6.951,,7.261,6.396,,7.328,7.117,7.294,6.968,6.089,6.259,7.324,6.212,7.145,6.068,7.53,6.654,6.352,5.805,6.049,6.608,5.663,6.037,5.803,5.438,5.797,4.153,4.615,5.175,4.709,4.525,3.34,5.083,4.988,4.495,4.347,4.732,4.673,4.204,3.818,4.774,
,17,,7.001,7.58,,7.197,,,6.657,,7.223,7.394,6.95,6.133,6.367,7.361,6.295,7.096,6.039,7.531,6.644,6.293,5.781,6.178,6.62,5.627,5.969,5.803,5.382,5.784,4.149,4.602,5.196,4.618,4.523,3.408,5.077,5.029,4.512,4.372,4.791,4.677,4.188,3.92,4.801,
,18,,,,7.002,,7.322,6.514,,7.398,7.205,7.409,6.964,6.035,6.319,7.419,6.352,7.118,6.037,7.618,6.645,6.316,5.828,6.229,6.589,5.625,5.975,5.77,5.324,5.795,4.156,4.548,5.211,4.628,4.576,3.452,5.074,5.088,4.585,4.441,4.753,4.711,4.166,3.904,4.809,
,19,,6.91,7.651,,7.224,,,6.725,,7.233,7.438,6.976,6.031,6.384,7.428,6.365,7.139,6.087,7.691,6.623,6.39,5.891,6.195,6.567,5.698,6.095,5.771,5.322,5.843,4.191,4.565,5.195,4.59,4.516,3.512,5.108,5.116,4.616,4.512,4.751,4.663,4.244,3.865,4.886,
,20,,,,7.053,,7.499,6.728,,7.443,7.353,7.449,6.901,6.066,6.386,7.483,6.391,7.19,6.132,7.778,6.612,6.434,6.038,6.254,6.629,5.796,6.16,5.821,5.314,5.806,4.2,4.598,5.24,4.602,4.595,3.573,5.115,5.163,4.631,4.548,4.849,4.645,4.251,3.918,4.877,
,21,,6.895,7.686,,7.329,,,6.745,,7.397,7.455,6.918,6.011,6.325,7.519,6.341,7.182,6.116,7.863,6.661,6.561,6.11,6.347,6.64,5.87,6.093,6.034,5.316,5.836,4.223,4.659,5.276,4.637,4.58,3.584,5.154,5.199,4.644,4.615,4.828,4.63,4.303,3.979,4.925,
,22,,,,7.231,,7.412,6.974,,7.537,7.459,7.462,6.888,6.039,6.297,7.576,6.401,7.185,6.099,7.839,6.617,6.573,6.16,6.462,6.705,5.965,5.998,5.97,5.317,5.787,4.231,4.658,5.341,4.662,4.642,3.601,5.193,5.16,4.687,4.688,4.851,4.649,4.296,4.066,4.941,
,23,,7.033,7.782,,7.422,,,6.799,,7.51,7.5,6.917,6.074,6.33,7.641,6.457,7.192,6.106,7.871,6.624,6.549,6.375,6.483,6.683,5.996,6.033,6,5.333,5.821,4.193,4.679,5.349,4.718,4.705,3.629,5.24,5.168,4.762,4.869,4.828,4.692,4.357,4.121,4.917,
,24,,,,7.261,,7.425,7.178,,7.529,7.571,7.477,6.979,6.125,6.411,7.728,6.52,7.243,6.107,7.901,6.671,6.512,6.535,6.518,6.746,6.007,6.051,6.112,5.351,5.876,4.162,4.692,5.32,4.805,4.68,3.674,5.285,5.253,4.832,4.92,4.876,4.708,4.411,4.172,5.028,
,25,,7.058,7.854,,7.417,,,6.993,,7.648,7.57,7.053,6.141,6.416,7.752,6.64,7.303,6.075,7.954,6.737,6.573,6.63,6.487,6.684,6.012,6.149,6.183,5.382,5.87,4.213,4.729,5.377,4.898,4.748,3.735,5.331,5.298,4.833,4.907,4.923,4.77,4.47,4.212,5.103,
,26,,,,7.303,,7.519,7.338,,7.724,7.665,7.653,7.197,6.135,6.431,7.85,6.778,7.362,6.11,8.099,6.72,6.55,6.72,6.467,6.773,6.084,6.133,6.247,5.427,5.867,4.223,4.763,5.383,5.003,4.777,3.76,5.386,5.368,4.915,5.065,5.04,4.801,4.522,4.283,5.195,
,27,,7.127,7.966,,7.495,,,6.992,,7.653,7.669,7.229,6.174,6.432,7.975,6.9,7.376,6.121,8.211,6.759,6.605,6.761,6.513,6.806,6.158,6.125,6.32,5.489,5.875,4.283,4.811,5.444,5.178,4.826,3.803,5.451,5.344,4.916,5.196,5.08,4.884,4.563,4.272,5.171,
,28,,,,7.489,,7.731,7.455,,7.773,7.694,7.766,7.267,6.252,6.511,8.068,6.91,7.427,6.122,8.194,6.797,6.69,6.79,6.569,6.964,6.253,6.169,6.397,5.512,5.868,4.279,4.884,5.456,5.249,4.835,3.86,5.536,5.422,4.986,5.185,5.154,4.899,4.596,4.307,5.148,
,29,,7.173,8.019,,7.666,,,7.112,,7.757,7.873,7.213,6.338,6.602,8.137,6.99,7.617,6.075,8.172,6.894,6.858,6.826,6.626,7.033,6.332,6.201,6.442,5.599,5.826,4.342,4.925,5.473,5.285,4.873,3.894,5.566,5.483,5.04,5.188,5.156,4.915,4.601,4.332,5.209,
,30,,,,7.626,,7.879,7.549,,7.974,7.834,7.979,7.263,6.438,6.7,8.194,7.021,7.761,6.039,8.131,6.883,6.972,6.889,6.692,7.084,6.399,6.296,6.461,5.692,5.859,4.473,5.038,5.549,5.334,4.945,3.945,5.665,5.542,5.14,5.207,5.228,4.936,4.648,4.352,5.257,
October,1,,7.404,8.223,,7.768,,,7.365,,8.039,8.069,7.453,6.626,6.85,8.359,7.251,7.894,6.163,8.279,7.066,7.248,7.083,6.802,7.261,6.543,6.441,6.621,5.836,5.984,4.614,5.254,5.682,5.451,5.162,4.112,5.871,5.683,5.356,5.288,5.376,5.054,4.828,4.497,5.395,
,2,,,,7.987,,8.143,7.745,,8.338,8.221,8.185,7.493,6.74,6.988,8.387,7.312,7.954,6.188,8.318,7.108,7.405,7.129,6.99,7.371,6.656,6.484,6.713,5.88,6.098,4.658,5.336,5.774,5.569,5.18,4.138,5.939,5.76,5.344,5.303,5.4,5.038,4.881,4.479,5.456,
,3,,7.534,8.213,,8.016,,,7.585,,8.311,8.155,7.588,6.879,7.027,8.545,7.292,7.983,6.2,8.303,7.223,7.571,7.177,7.055,7.477,6.869,6.572,6.839,5.98,6.182,4.786,5.431,5.769,5.674,5.245,4.151,6.007,5.787,5.289,5.292,5.432,5.063,4.855,4.531,5.518,
,4,,,,8.087,,8.38,7.947,,8.659,8.508,8.232,7.684,7.063,7.16,8.619,7.401,8.005,6.173,8.355,7.339,7.67,7.258,7.158,7.551,7.085,6.643,6.821,6.03,6.301,4.813,5.505,5.798,5.845,5.27,4.235,6.06,5.831,5.374,5.302,5.511,5.127,4.882,4.545,5.561,
,5,,7.813,8.485,,8.184,,,7.642,,8.486,8.305,7.687,7.172,7.25,8.732,7.65,8.15,6.256,8.464,7.425,7.756,7.487,7.296,7.576,7.218,6.764,6.899,6.044,6.401,4.771,5.63,5.852,5.898,5.298,4.297,6.192,5.952,5.543,5.383,5.534,5.139,4.903,4.578,5.595,
,6,,,,8.151,,8.638,8.057,,8.827,8.587,8.482,7.776,7.196,7.35,8.819,7.862,8.117,6.309,8.653,7.367,7.825,7.62,7.452,7.67,7.303,6.829,7.039,6.124,6.412,4.83,5.786,5.846,5.944,5.341,4.383,6.27,6.018,5.69,5.413,5.585,5.117,4.915,4.656,5.66,
,7,,7.878,8.532,,8.331,,,7.985,,8.635,8.575,7.917,7.242,7.499,8.801,8.057,8.168,6.375,8.746,7.422,7.893,7.687,7.589,7.786,7.467,6.911,7.204,6.187,6.442,4.953,5.948,5.878,5.939,5.47,4.481,6.402,6.081,5.819,5.396,5.718,5.135,4.952,4.73,5.737,
,8,,,,8.354,,8.774,8.227,,9.025,8.675,8.649,8.011,7.294,7.579,8.885,8.188,8.11,6.413,8.861,7.531,7.912,7.797,7.764,7.856,7.547,6.985,7.289,6.236,6.489,5.044,6.064,5.915,6.063,5.601,4.572,6.62,6.13,5.996,5.413,5.91,5.161,4.963,4.721,5.802,
,9,,8.115,8.809,,8.875,,,8.013,,8.691,8.675,8.077,7.472,7.713,8.971,8.336,8.176,6.488,8.88,7.739,8.008,7.871,7.865,7.942,7.647,6.958,7.357,6.326,6.61,5.118,6.313,5.962,6.222,5.711,4.626,6.682,6.244,6.156,5.429,6.041,5.237,4.977,4.778,5.888,
,10,,,,8.416,,8.943,8.188,,9.12,8.851,8.77,8.145,7.608,7.811,9.052,8.376,8.27,6.523,8.937,7.814,8.065,8.057,7.965,7.959,7.722,7.003,7.464,6.434,6.673,5.205,6.409,6.219,6.458,5.729,4.776,6.789,6.336,6.225,5.452,6.122,5.227,5.061,4.864,5.985,
,11,,8.136,8.975,,9.179,,,8.129,,8.874,8.81,8.263,7.692,8.002,9.097,8.535,8.364,6.605,8.957,7.805,8.071,8.198,8.097,7.981,7.853,7.076,7.607,6.489,6.742,5.262,6.615,6.432,6.649,5.757,4.964,6.91,6.5,6.314,5.494,6.194,5.3,5.069,4.963,6.132,
,12,,,,8.63,,9.123,8.26,,9.267,8.837,8.868,8.448,7.846,8.243,9.177,8.713,8.445,6.772,9.018,7.95,8.182,8.351,8.303,8.005,7.967,7.144,7.74,6.594,6.866,5.288,6.772,6.526,6.679,5.814,5.006,7.075,6.646,6.292,5.57,6.38,5.416,5.165,5.03,6.239,
,13,,8.338,9.161,,9.429,,,8.442,,8.984,8.959,8.6,7.943,8.448,9.292,8.883,8.458,7.011,9.134,8.109,8.178,8.397,8.273,8.097,8.025,7.36,7.846,6.693,7.104,5.338,6.91,6.522,6.741,5.901,5.17,7.227,6.838,6.396,5.613,6.446,5.513,5.161,5.125,6.303,
,14,,,,8.904,,9.205,8.334,,9.4,9.088,9.171,8.591,8.137,8.609,9.281,8.935,8.542,7.322,9.107,8.322,8.24,8.52,8.38,8.149,8.1,7.582,7.894,6.855,7.367,5.418,7.093,6.665,6.85,5.979,5.404,7.374,6.894,6.56,5.661,6.506,5.654,5.228,5.173,6.367,
,15,,8.57,9.218,,9.608,,,8.562,,8.996,9.289,8.664,8.409,8.798,9.327,8.908,8.652,7.65,9.182,8.263,8.266,8.643,8.458,8.214,8.164,7.688,7.92,6.996,7.498,5.559,7.252,6.838,6.913,6.084,5.657,7.427,6.926,6.756,5.805,6.553,5.837,5.288,5.241,6.504,
,16,,,,9.037,,9.453,8.354,,9.528,8.997,9.358,8.791,8.551,8.924,9.41,8.873,8.781,7.875,9.287,8.312,8.406,8.718,8.499,8.243,8.196,7.813,7.982,7.075,7.731,5.675,7.459,6.856,7.018,6.191,5.873,7.541,7.049,6.976,5.928,6.691,5.984,5.327,5.261,6.636,
,17,,8.938,9.272,,9.797,,,8.708,,9.04,9.34,8.897,8.722,8.999,9.422,8.886,8.924,8.031,9.277,8.433,8.547,8.805,8.569,8.331,8.26,7.937,8.11,7.201,7.834,5.755,7.601,6.942,7.109,6.337,6.082,7.699,7.23,7.209,5.954,6.851,5.961,5.445,5.328,6.842,
,18,,,,9.062,,9.585,8.513,,9.725,9.046,9.34,9.098,8.977,9.184,9.43,8.939,9.053,8.263,9.315,8.516,8.683,8.821,8.768,8.449,8.358,8.111,8.219,7.338,7.897,5.906,7.737,7.073,7.322,6.433,6.244,7.825,7.372,7.409,6.017,7.04,6.047,5.58,5.365,7.041,
,19,,9.19,9.389,,9.836,,,8.699,,9.141,9.377,9.255,9.102,9.174,9.482,8.999,9.079,8.435,9.415,8.562,8.649,8.945,8.735,8.541,8.452,8.275,8.21,7.509,7.982,6.115,7.905,7.196,7.451,6.432,6.364,7.88,7.615,7.564,6.18,7.17,6.146,5.726,5.39,7.149,
,20,,,,9.134,,9.673,8.638,,9.897,9.228,9.421,9.331,9.297,9.194,9.473,9.046,9.231,8.514,9.446,8.648,8.733,9.074,8.763,8.555,8.583,8.431,8.169,7.757,8.1,6.279,8.026,7.307,7.508,6.496,6.582,7.992,7.805,7.548,6.349,7.269,6.262,5.794,5.402,7.269,
,21,,9.295,9.468,,9.847,,,8.783,,9.322,9.445,9.424,9.452,9.252,9.505,9.147,9.354,8.706,9.434,8.788,8.89,9.168,8.811,8.566,8.644,8.575,8.242,8.054,8.182,6.484,8.126,7.385,7.628,6.66,6.771,8.029,7.887,7.61,6.504,7.405,6.46,5.9,5.457,7.403,
,22,,,,9.096,,9.878,8.933,,9.986,9.441,9.537,9.524,9.549,9.257,9.626,9.233,9.412,8.962,9.448,8.921,8.943,9.312,8.942,8.529,8.777,8.672,8.329,8.264,8.23,6.728,8.352,7.529,7.711,6.906,7.037,8.129,8.013,7.759,6.636,7.556,6.635,6.027,5.518,7.632,
,23,,9.466,9.586,,10.067,,,8.959,,9.471,9.561,9.622,9.595,9.309,9.743,9.358,9.564,9.116,9.576,8.891,9.077,9.347,8.967,8.569,8.89,8.822,8.432,8.439,8.343,6.9,8.528,7.608,7.738,7.128,7.169,8.237,8.141,7.895,6.75,7.587,6.763,6.143,5.638,7.745,
,24,,,,9.233,,10.085,9.116,,10.005,9.498,9.61,9.688,9.579,9.348,9.771,9.522,9.694,9.13,9.624,9.048,9.19,9.46,9.042,8.642,8.919,8.923,8.617,8.609,8.489,7.005,8.667,7.665,7.772,7.38,7.346,8.281,8.248,8.069,6.87,7.609,6.997,6.292,5.754,7.867,
,25,,9.7,9.643,,10.198,,,9.116,,9.468,9.7,9.735,9.665,9.318,9.828,9.596,9.776,9.211,9.646,9.126,9.2,9.503,9.131,8.852,8.976,8.919,8.685,8.701,8.688,7.21,8.762,7.646,7.799,7.648,7.334,8.386,8.408,8.151,7,7.664,7.209,6.509,5.895,7.98,
,26,10.231,,,9.425,,9.558,9.266,,10.024,9.448,9.797,9.844,9.757,9.404,9.794,9.62,9.851,9.315,9.641,9.244,9.115,9.522,9.216,8.912,9.062,8.945,8.742,8.776,8.755,7.399,8.842,7.822,7.872,7.841,7.382,8.449,8.52,8.203,7.005,7.777,7.528,6.78,5.976,8.094,
,27,,9.869,9.841,,10.423,,,9.33,,9.478,9.828,9.925,9.827,9.511,9.787,9.684,9.953,9.438,9.691,9.334,9.185,9.643,9.302,9.007,9.079,9.009,8.798,8.885,8.776,7.642,8.914,8.02,7.995,8.061,7.443,8.528,8.676,8.289,7.068,7.939,7.712,7.029,6.07,8.135,
,28,10.42,,,9.609,,10.259,9.398,,10.141,9.587,9.8,9.965,9.854,9.576,9.901,9.776,10.01,9.659,9.743,9.407,9.193,9.676,9.366,9.154,9.132,9.044,8.88,9.006,8.836,7.88,8.994,8.189,8.022,8.183,7.495,8.633,8.756,8.359,7.12,8.075,7.683,7.32,6.245,8.203,
,29,,9.797,9.911,,10.564,,,9.566,,9.709,9.879,10.042,9.878,9.671,10.019,9.849,10.07,9.818,9.689,9.472,9.27,9.722,9.332,9.274,9.179,9.075,8.987,9.124,8.865,8.085,9.107,8.386,8.076,8.28,7.639,8.773,8.838,8.45,7.125,8.061,7.705,7.427,6.526,8.301,
,30,10.557,,,9.719,,10.314,9.433,,10.317,9.867,9.978,10.086,9.906,9.64,10.158,9.985,10.154,9.857,9.745,9.57,9.279,9.793,9.37,9.324,9.177,9.113,8.984,9.222,8.893,8.179,9.193,8.543,8.202,8.397,7.811,8.882,8.956,8.592,7.105,8.162,7.906,7.573,6.697,8.406,
,31,,9.924,10.198,,10.615,,,9.851,,9.988,10.021,10.072,10.003,9.696,10.212,10.158,10.18,9.919,9.819,9.678,9.358,9.903,9.502,9.404,9.169,9.193,9.045,9.247,9.004,8.332,9.315,8.685,8.383,8.486,7.918,8.991,9.066,8.76,7.106,8.217,8.141,7.782,6.921,8.461,
November,1,10.67,,,9.905,,10.549,9.565,,10.473,10.163,10.162,10.213,10.155,9.854,10.376,10.29,10.241,10.003,9.812,9.788,9.523,10.102,9.607,9.733,9.299,9.367,9.16,9.336,9.113,8.498,9.363,8.723,8.533,8.727,8.072,9.158,9.17,8.909,7.219,8.329,8.315,7.987,7.284,8.648,
,2,,10.144,10.42,,10.817,,,10.219,,10.214,10.21,10.294,10.279,9.984,10.398,10.424,10.293,10.104,9.845,9.797,9.678,10.233,9.637,9.762,9.424,9.473,9.289,9.408,9.18,8.663,9.331,8.758,8.734,8.812,8.18,9.227,9.293,8.926,7.424,8.356,8.475,8.169,7.538,8.705,
,3,10.777,,,9.929,,10.737,9.819,,10.506,10.256,10.36,10.302,10.317,10.048,10.368,10.553,10.342,10.142,9.795,9.907,9.76,10.198,9.777,9.804,9.511,9.438,9.407,9.51,9.216,8.731,9.399,8.807,8.891,8.93,8.275,9.26,9.483,8.959,7.558,8.395,8.73,8.29,7.848,8.703,
,4,,10.159,10.523,,10.893,,,10.238,,10.297,10.373,10.348,10.266,10.052,10.431,10.639,10.422,10.127,9.846,9.936,9.782,10.193,9.829,9.893,9.573,9.481,9.54,9.557,9.233,8.897,9.57,8.824,8.968,9.061,8.342,9.298,9.495,9.068,7.675,8.498,8.842,8.379,7.964,8.716,
,5,10.968,,,10.337,,10.883,9.969,,10.639,10.381,10.391,10.395,10.337,10.161,10.424,10.7,10.545,10.027,9.842,10.013,9.774,10.222,9.821,10.076,9.576,9.435,9.734,9.611,9.288,8.911,9.708,8.882,8.972,9.108,8.419,9.31,9.481,9.153,7.862,8.618,8.922,8.558,8.154,8.793,
,6,,10.267,10.652,,11.131,,,10.37,,10.404,10.436,10.419,10.396,10.236,10.564,10.794,10.576,10.081,9.895,10.13,9.776,10.243,9.742,10.03,9.611,9.441,9.806,9.707,9.34,8.986,9.794,9.012,9.016,9.134,8.495,9.34,9.522,9.307,8.029,8.758,8.952,8.675,8.109,8.957,
,7,11.08,,,10.518,,10.84,10.081,,10.874,10.482,10.555,10.412,10.521,10.294,10.653,10.874,10.665,10.107,9.995,10.108,9.871,10.253,9.751,10.131,9.587,9.5,9.809,9.836,9.252,9.119,9.963,9.086,9.106,9.142,8.649,9.304,9.632,9.395,8.168,8.882,9.029,8.686,8.23,9.021,
,8,,10.27,10.789,,11.03,,,10.471,,10.599,10.642,10.461,10.643,10.412,10.723,10.988,10.685,10.21,9.972,10.158,9.905,10.336,9.819,10.178,9.629,9.602,9.923,9.853,9.378,9.231,10.062,9.07,9.169,9.145,8.728,9.189,9.669,9.476,8.251,8.992,9.088,8.739,8.453,9.138,
,9,11.189,,,10.51,,10.956,10.224,,11.03,10.679,10.767,10.593,10.696,10.53,10.669,11.031,10.671,10.337,9.978,10.292,9.945,10.48,10.006,10.196,9.743,9.607,9.91,9.916,9.421,9.401,10.089,9.187,9.3,9.206,8.758,9.318,9.648,9.543,8.417,9.171,9.228,8.825,8.625,9.266,
,10,,10.497,10.88,,11.203,,,10.47,,10.771,10.895,10.696,10.775,10.619,10.756,11.032,10.817,10.31,10.021,10.358,10.035,10.439,9.939,10.336,9.852,9.685,10.052,9.936,9.533,9.469,10.122,9.249,9.373,9.188,8.794,9.493,9.663,9.644,8.471,9.312,9.287,8.879,8.68,9.394,
,11,11.314,,,10.631,,11.172,10.558,,11.093,10.89,10.951,10.697,10.822,10.653,10.844,11.082,10.845,10.358,9.98,10.425,10.127,10.476,9.956,10.41,9.874,9.748,10.144,9.933,9.533,9.519,10.129,9.318,9.456,9.329,8.902,9.595,9.707,9.663,8.56,9.326,9.413,8.993,8.763,9.434,
,12,,10.61,10.976,,11.348,,,10.77,,10.973,11.069,10.667,10.831,10.718,10.971,11.14,10.944,10.425,10.084,10.455,10.257,10.647,9.992,10.549,9.967,9.81,10.232,9.958,9.5,9.66,10.09,9.283,9.521,9.458,9.002,9.575,9.827,9.65,8.649,9.316,9.511,9.178,8.845,9.526,
,13,11.46,,,10.908,,11.322,10.578,,11.484,11.139,11.175,10.713,10.928,10.773,11.051,11.286,10.971,10.51,10.182,10.504,10.319,10.94,10.056,10.616,10.048,9.903,10.224,10.012,9.658,9.678,10.111,9.324,9.522,9.502,9.095,9.582,9.994,9.644,8.653,9.339,9.564,9.249,8.909,9.681,
,14,,10.8,11.087,,11.573,,,10.992,,11.203,11.297,10.794,10.956,10.769,11.016,11.326,11.016,10.493,10.319,10.687,10.377,10.921,10.124,10.732,10.096,9.986,10.299,9.976,9.66,9.663,10.119,9.465,9.593,9.643,9.103,9.617,10.094,9.764,8.721,9.434,9.6,9.387,8.977,9.786,
,15,11.539,,,10.965,,11.473,10.795,,11.741,11.302,11.397,10.903,11.018,10.779,11.138,11.422,11.022,10.625,10.32,10.576,10.462,10.846,10.189,10.861,10.19,10.063,10.346,10.05,9.717,9.714,10.215,9.714,9.647,9.751,9.238,9.742,10.104,9.853,8.73,9.485,9.735,9.43,9.001,9.888,
,16,,10.92,11.217,,11.792,,,11.083,,11.436,11.512,10.842,11.105,10.948,11.361,11.361,11.042,10.806,10.182,10.578,10.497,10.899,10.247,10.9,10.364,10.173,10.419,10.144,9.735,9.739,10.339,9.835,9.686,9.807,9.373,9.77,10.16,9.941,8.804,9.567,9.882,9.433,9.125,9.991,
,17,11.696,,,11.197,,11.635,11.072,,11.735,11.508,11.511,10.972,11.19,10.946,11.576,11.413,11.114,10.76,10.284,10.572,10.525,10.921,10.25,10.959,10.587,10.274,10.43,10.189,9.775,9.892,10.476,9.919,9.717,9.904,9.463,9.857,10.195,9.951,8.698,9.61,10.005,9.45,9.152,10.077,
,18,,11.01,11.337,,11.774,,,11.041,,11.448,11.523,11.049,11.209,10.985,11.653,11.435,11.17,10.889,10.403,10.713,10.607,11.012,10.325,11.043,10.594,10.335,10.471,10.182,9.775,9.966,10.468,10.001,9.745,9.893,9.617,10.083,10.227,9.951,8.585,9.656,10.091,9.552,9.18,10.106,
,19,11.87,,,11.177,,11.802,11.219,,11.796,11.485,11.574,11.123,11.248,11.077,11.81,11.511,11.27,10.935,10.486,10.77,10.705,11.006,10.371,11.068,10.585,10.35,10.501,10.272,9.792,10.058,10.637,10.09,9.827,9.972,9.829,10.156,10.294,10.002,8.584,9.744,10.217,9.719,9.184,10.211,
,20,,11.157,11.628,,11.698,,,11.255,,11.592,11.667,11.262,11.279,11.133,11.907,11.61,11.348,10.951,10.537,10.824,10.715,11.083,10.482,11.109,10.593,10.388,10.607,10.309,9.728,10.152,10.715,10.141,9.888,10.095,9.876,10.222,10.318,9.98,8.692,9.791,10.349,9.76,9.314,10.227,
,21,12.053,,,11.273,,11.9,11.518,,11.832,11.635,11.761,11.469,11.503,11.202,11.986,11.55,11.431,11.025,10.693,10.89,10.772,11.082,10.571,11.091,10.687,10.397,10.674,10.431,9.745,10.278,10.667,10.207,9.939,10.329,9.954,10.297,10.359,9.946,8.9,9.815,10.485,9.811,9.385,10.325,
,22,,11.352,11.78,,11.854,,,11.442,,11.712,11.913,11.577,11.529,11.287,11.98,11.594,11.513,11.012,10.721,10.977,10.794,11.117,10.669,11.09,10.805,10.45,10.683,10.569,9.866,10.304,10.696,10.332,9.958,10.264,10.001,10.393,10.449,10.027,8.989,9.792,10.68,9.932,9.605,10.454,
,23,12.274,,,11.417,,11.934,11.641,,11.959,11.745,11.997,11.737,11.535,11.396,12.103,11.653,11.487,11.149,10.827,11.015,10.857,11.136,10.815,11.096,10.883,10.5,10.704,10.733,9.951,10.28,10.785,10.465,10.005,10.376,10.091,10.502,10.56,10.153,9.058,9.989,10.588,10,9.768,10.571,
,24,,11.419,12.096,,11.929,,,11.597,,11.847,12.055,11.919,11.557,11.512,12.253,11.746,11.592,11.258,10.853,11.155,10.975,11.202,10.894,11.08,11.004,10.585,10.839,10.757,9.923,10.291,10.912,10.575,10.002,10.438,10.23,10.519,10.658,10.281,9.188,10.176,10.678,10.029,9.876,10.52,
,25,12.441,,,11.611,,12.167,11.812,,12.142,11.934,12.096,12.037,11.68,11.615,12.273,11.889,11.744,11.37,10.896,11.288,11.043,11.168,10.942,11.133,11.06,10.702,10.97,10.862,9.982,10.405,10.928,10.66,10.078,10.5,10.343,10.555,10.726,10.382,9.291,10.225,10.697,10.066,9.942,10.59,
,26,,11.581,12.256,,12.192,,,11.723,,12.003,12.116,12.117,11.689,11.681,12.288,11.917,11.862,11.505,11.092,11.473,11.088,11.237,11.008,11.179,11.213,10.833,11.046,11.063,10.044,10.43,11.029,10.774,10.155,10.545,10.496,10.708,10.763,10.564,9.489,10.286,10.775,10.171,9.847,10.672,
,27,12.662,,,11.675,,12.208,11.903,,12.227,12.073,12.203,12.196,11.763,11.667,12.348,11.994,11.938,11.646,11.109,11.618,11.198,11.345,11.092,11.169,11.377,10.918,11.146,11.015,10.047,10.491,11.043,10.804,10.274,10.64,10.441,10.87,10.867,10.754,9.635,10.389,10.795,10.137,9.841,10.763,
